Id?empleado;Name;Apellido;birth_date;género;area;salary;star_date;finish_date;promotion_date;type
95-8948352;Aeriel;Davinet;10/22/1995;hombre;Accounting;$ 78,06;12/5/2018;;;1
95-9020490;Valaria;Jepson;3/22/1970;hombre;Accounting;$ 113,45;1/2/2015;;;0
95-9023451;Corette;Decort;9/22/1982;hombre;Human Resources;$ 176,27;4/15/2012;;;1
95-9034088;Way;Kinavan;8/24/1971;hombre;Engineering;$ 169,42;4/16/2010;;;1
95-9059189;Rochester;Hunton;6/18/1980;mujer;Services;$ 130,80;12/18/2002;;;0
95-9122225;Ronni;Randleson;12/8/1995;mujer;Sales;$ 87,15;2/8/2003;;;0
95-9146392;Granger;Vairow;11/22/1989;mujer;Human Resources;$ 147,24;5/17/2002;;;0
95-9300175;Cristin;Pawels;2/1/1987;hombre;Training;$ 75,44;6/20/2003;2007-09-02 22:18:05 UTC;;1
95-9368931;Papageno;Kures;9/6/1996;hombre;Support;$ 73,46;11/2/2010;;;1
95-9375684;Katuscha;Carnilian;1/11/1985;mujer;Engineering;$ 151,99;2/19/2006;;;0
95-9409532;Tamar;Verick;2/8/1985;hombre;Human Resources;$ 136,36;1/23/2020;;;0
95-9419718;Barnabe;Voden;12/27/1985;mujer;Engineering;$ 107,77;11/28/2017;;;0
95-9442332;Klemens;Deppen;2/16/1968;hombre;Support;$ 155,61;10/6/2016;;;0
95-9449930;Clare;De Mitri;7/16/1977;hombre;Engineering;$ 163,20;5/7/2009;;;1
95-9510861;Joyce;Doddemeede;7/25/1988;mujer;Services;$ 154,03;3/16/2008;;;1
95-9576678;Dasha;Lacaze;1/17/1971;hombre;Engineering;$ 118,27;3/22/2013;;;0
95-9618015;Ariel;MacAlpine;11/2/1980;mujer;Sales;$ 164,12;12/28/2008;;;0
95-9645755;Inge;Ponten;10/17/1985;mujer;Accounting;$ 127,60;7/7/2007;2014-11-14 08:20:24 UTC;;0
95-9648788;Sybil;Harkus;10/20/1995;hombre;Research and Development;$ 170,80;11/26/2000;;;0
95-9663353;Grace;Skowcraft;2/26/1992;hombre;Support;$ 136,83;8/7/2009;;;0
95-9709998;Sioux;Horick;3/28/1968;mujer;Engineering;$ 92,31;4/30/2008;2020-07-24 17:57:47 UTC;;0
95-9719650;Beaufort;Ghiriardelli;6/20/1981;mujer;Business Development;$ 117,59;12/4/2004;;;0
95-9753384;Bellanca;Shelf;11/20/1998;mujer;Business Development;$ 147,94;11/27/2010;;;1
95-9763825;Ira;Holby;6/16/1976;mujer;Accounting;$ 75,97;8/30/2014;2019-10-06 14:26:50 UTC;;0
95-9778183;Pietra;Fiddeman;2/18/1988;mujer;Services;$ 178,12;11/19/2017;;;0
95-9846705;Sayers;Esson;6/8/2000;mujer;Training;$ 163,69;5/30/2015;2028-05-28 05:39:32 UTC;;0
95-9928879;Dacie;Edworthy;5/2/1967;hombre;Accounting;$ 79,37;6/10/2009;;;1
95-9950090;Chiquia;Emps;6/17/1978;hombre;Accounting;$ 124,31;6/14/2006;2027-06-09 16:17:52 UTC;;1
95-9985991;Trent;Runnett;4/26/1973;hombre;Services;$ 68,20;4/16/2007;;;1
96-0126137;Myrvyn;Dun;10/17/1969;mujer;Product Management;$ 184,83;6/8/2003;;;1
96-0164080;Burke;Birtwistle;12/10/1994;hombre;Human Resources;$ 151,53;8/2/2019;;;1
96-0178493;Grace;Cakebread;5/29/1988;mujer;Accounting;$ 89,75;12/13/2017;;;1
96-0211549;Alex;Dewhirst;1/8/1966;mujer;Research and Development;$ 115,20;3/31/2012;;;0
96-0242768;Vanda;Smartman;10/9/1990;hombre;Engineering;$ 94,03;10/4/2009;;;1
96-0311644;Silvester;Blackall;11/20/1990;hombre;Services;$ 136,43;6/11/2012;;;1
96-0377959;Jourdain;Gommey;2/20/1995;hombre;Engineering;$ 166,08;6/26/2004;;;1
96-0410555;Kelcey;Graeme;9/7/1983;mujer;Engineering;$ 68,76;2/8/2009;;;1
96-0467234;Marta;Nagle;2/6/1974;mujer;Legal;$ 104,95;1/26/2019;;;1
96-0495417;Ganny;Pybworth;8/28/1970;hombre;Engineering;$ 119,14;8/6/2013;2016-12-05 12:13:08 UTC;;1
96-0543058;Perrine;Longstaff;5/13/1970;mujer;Engineering;$ 112,12;3/29/2013;;;0
96-0550171;Vladimir;Beinisch;1/11/1979;mujer;Training;$ 89,64;11/3/2018;;;0
96-0648042;Timofei;Hortop;10/25/1973;mujer;Sales;$ 131,89;3/22/2015;;;1
96-0648524;Alejandrina;Alpes;11/15/2001;hombre;Marketing;$ 116,68;1/23/2002;;;0
96-0666699;Violetta;Aronoff;2/22/1999;hombre;Accounting;$ 137,41;2/7/2006;;;0
96-0674815;Skipton;Ockendon;9/22/1973;mujer;Training;$ 151,23;6/22/2009;;;1
96-0712263;Ruthe;Greenmon;3/15/1988;hombre;Services;$ 155,74;6/29/2010;;;1
96-0733174;Latia;MacGragh;12/14/1992;hombre;Product Management;$ 148,19;5/16/2009;;;1
96-0782390;Jacintha;Rimbault;6/26/1981;mujer;Sales;$ 81,38;6/6/2019;;;1
96-0827624;Philbert;Barclay;12/3/1969;hombre;Product Management;$ 122,79;10/5/2008;;;1
96-0901206;Woody;Lemm;4/29/1985;mujer;Engineering;$ 111,76;6/14/2013;;;1
96-0944234;Trueman;Gallego;12/1/1990;mujer;Services;$ 136,14;6/25/2010;;;0
96-0971268;Codie;Faire;4/19/1999;hombre;Sales;$ 136,93;10/21/2009;;;0
96-1156732;Karlee;Aksell;2/25/1992;mujer;Product Management;$ 135,18;9/6/2009;2014-05-26 03:15:45 UTC;;1
96-1166359;Ambrosi;Castledine;1/30/1969;mujer;Training;$ 144,51;2/8/2008;;;0
96-1166809;Rayna;Himsworth;9/28/1995;mujer;Engineering;$ 175,74;1/15/2008;;;1
96-1174133;Cody;Heindle;6/10/1997;hombre;Engineering;$ 163,89;9/22/2016;;;0
96-1296875;Clo;Diwell;1/4/1971;mujer;Research and Development;$ 77,52;2/20/2020;;;1
96-1313727;Joli;Blaver;4/17/1988;hombre;Legal;$ 137,96;7/16/2012;;;0
96-1433794;Rolfe;Locarno;5/1/1969;hombre;Engineering;$ 67,51;6/10/2014;2033-02-22 00:53:58 UTC;;0
96-1445517;Filippo;Bletsoe;3/16/2001;mujer;Engineering;$ 105,76;10/20/2014;;;0
96-1449387;Leonanie;Marginson;10/27/1978;hombre;Sales;$ 143,64;10/15/2008;2021-12-21 18:03:06 UTC;;0
96-1471761;Calley;Gianettini;12/25/1991;mujer;Product Management;$ 135,77;5/1/2015;2023-10-26 20:55:28 UTC;;1
96-1487447;Erasmus;Clothier;11/25/1997;hombre;Engineering;$ 71,28;12/25/2005;;;1
96-1569114;Art;Cowlishaw;1/5/1994;hombre;Sales;$ 77,92;10/3/2018;2021-10-30 20:21:50 UTC;;0
96-1590380;Giffard;Zoppie;10/27/1989;mujer;Training;$ 114,95;2/21/2010;;;1
96-1597626;Laverna;Channer;9/20/1995;mujer;Accounting;$ 162,80;12/22/2003;;;1
96-1607310;Wynn;Schuck;4/3/1968;mujer;Engineering;$ 168,94;4/25/2014;;;1
96-1616446;Bartie;Ricketts;9/6/1985;mujer;Engineering;$ 126,21;6/9/2001;;;1
96-1696689;Maude;Harms;5/16/2002;hombre;Training;$ 177,68;8/26/2006;;;1
96-1703888;Stevena;Adriaens;6/14/1999;hombre;Engineering;$ 173,87;9/1/2019;;;1
96-1784510;Gayle;Shelliday;5/28/1974;mujer;Sales;$ 155,56;3/22/2016;;;0
96-1792554;Patrick;Douris;11/3/1999;mujer;Sales;$ 91,79;3/5/2011;;;0
96-1856245;Marion;Hattigan;5/4/1971;mujer;Research and Development;$ 154,40;6/1/2005;;;0
96-1916948;Peggie;Gencke;12/28/1996;hombre;Engineering;$ 73,90;11/5/2000;2018-03-30 08:03:43 UTC;;0
96-1956882;Darleen;South;2/8/1996;hombre;Business Development;$ 137,33;10/20/2014;;;1
96-1996503;Ursuline;Cuffe;10/16/1973;hombre;Legal;$ 72,03;6/20/2017;;;1
96-2019669;Olenolin;Halfacre;12/18/1975;hombre;Research and Development;$ 90,36;9/13/2009;;;1
96-2022130;Parke;Noddings;5/30/2000;hombre;Research and Development;$ 184,45;8/25/2004;2007-10-03 14:33:08 UTC;;0
96-2037714;Peterus;Gensavage;2/7/1993;hombre;Training;$ 94,02;11/15/2015;;;1
96-2051735;Saree;McKenna;9/25/1992;mujer;Engineering;$ 97,16;3/11/2014;;;1
96-2069052;Kalila;Thurlow;7/18/1994;hombre;Services;$ 133,94;9/7/2002;;;0
96-2141180;Bobby;Christy;3/8/1986;hombre;Accounting;$ 66,69;12/2/2012;;;0
96-2215857;Judas;Brayson;3/5/1999;mujer;Business Development;$ 112,95;2/23/2010;;;1
96-2217474;Norah;Cowdray;11/9/1965;mujer;Engineering;$ 181,68;2/2/2007;2015-03-09 15:52:53 UTC;;1
96-2363464;Hakim;Jelks;4/15/1976;hombre;Research and Development;$ 107,44;6/15/2006;;;1
96-2401546;Glynda;Saice;4/4/1967;hombre;Sales;$ 133,73;1/2/2003;2016-02-14 11:58:02 UTC;;0
96-2424958;Haleigh;Hatfield;3/21/1981;hombre;Training;$ 85,25;9/6/2017;;;0
96-2502132;Debee;Artz;5/18/1990;mujer;Sales;$ 168,27;5/12/2002;;;1
96-2503611;Carmel;Procter;12/1/1994;hombre;Research and Development;$ 94,89;8/26/2010;;;1
96-2544699;Huntington;Mercer;10/8/1986;hombre;Marketing;$ 155,56;11/18/2017;;;0
96-2561406;Catha;Spivie;3/24/1979;hombre;Sales;$ 145,14;9/9/2001;2021-03-06 02:57:08 UTC;;1
96-2605746;Orren;Halbard;4/29/1996;hombre;Training;$ 118,81;1/1/2003;;;0
96-2717769;Cass;Ulrik;7/28/1991;hombre;Services;$ 112,36;2/9/2006;;;1
96-2841426;Ced;Siaspinski;6/11/1966;hombre;Engineering;$ 74,06;6/1/2004;;;1
96-2878688;Torrey;Synnot;8/12/1992;hombre;Training;$ 72,62;1/18/2011;;;0
96-2982062;Lance;Eagar;5/9/1981;hombre;Accounting;$ 125,67;4/22/2020;;;0
96-3078117;Tadeo;Hinrichs;9/16/1992;hombre;Accounting;$ 165,63;2/5/2012;;;1
96-3179493;Ilyse;Ovendon;8/11/2000;hombre;Services;$ 77,75;3/29/2001;;;1
96-3241401;Emmy;Vertigan;10/15/1968;hombre;Engineering;$ 96,81;11/21/2007;;;0
96-3260274;Rodolph;Bratt;11/4/2000;mujer;Human Resources;$ 183,41;1/5/2017;;;0
96-3285430;Rochester;Boyack;1/25/1966;hombre;Engineering;$ 135,59;4/10/2013;;;0
96-3292943;Greer;Leckenby;12/8/1985;mujer;Accounting;$ 69,02;5/19/2013;;;0
96-3328833;Launce;Worsnup;11/13/1988;mujer;Accounting;$ 141,87;4/30/2013;;;1
96-3372607;Jewelle;Instrell;4/20/1982;mujer;Legal;$ 114,84;10/8/2006;;;1
96-3406158;Ardith;Ivermee;3/19/1985;hombre;Accounting;$ 175,44;10/4/2005;;;1
96-3423952;Reube;Blaiklock;6/5/1973;hombre;Sales;$ 172,56;1/25/2013;;;1
96-3440506;Salvador;McGuigan;12/27/1996;hombre;Engineering;$ 77,16;2/25/2012;;;1
96-3514249;Roxi;Wylam;1/9/1972;mujer;Human Resources;$ 84,14;3/3/2019;;;1
96-3525092;Fanni;Rashleigh;5/12/1966;hombre;Research and Development;$ 140,05;9/25/2012;;;1
96-3537536;Kristal;Taveriner;8/31/1984;mujer;Engineering;$ 164,93;12/6/2014;;;1
96-3546204;Anabel;Dictus;12/29/1991;hombre;Product Management;$ 119,05;7/29/2014;2031-06-08 08:55:43 UTC;;1
96-3548788;Karney;Shimmings;6/5/1986;hombre;Engineering;$ 72,58;8/14/2004;;;0
96-3605179;Turner;Waiting;6/21/1988;mujer;Training;$ 180,17;1/14/2009;;;1
96-3675632;Chelsy;Schuricht;9/28/1974;hombre;Accounting;$ 85,11;12/6/2000;;;1
96-3716900;Dimitri;McQuaker;11/29/1988;mujer;Engineering;$ 99,58;3/29/2003;;;0
96-3758141;Mathew;Keyson;7/31/1991;hombre;Engineering;$ 133,61;12/17/2001;2002-04-27 14:46:02 UTC;;1
96-3813298;Camey;Bousfield;11/27/1981;mujer;Engineering;$ 182,07;12/11/2006;;;1
96-3833316;Briano;Lamport;8/21/1985;hombre;Engineering;$ 68,19;7/5/2001;;;0
96-3848236;Weston;Chettoe;1/21/1990;mujer;Engineering;$ 158,78;4/26/2015;;;1
96-3866073;Horton;Kerrey;6/1/1995;mujer;Business Development;$ 131,49;8/22/2011;2029-06-21 14:40:42 UTC;;1
96-3895437;Kerwin;Brownsea;8/30/1985;hombre;Engineering;$ 65,71;12/3/2010;;;1
96-3906785;Casi;Belfitt;5/9/1966;hombre;Human Resources;$ 156,77;3/29/2007;;;1
96-3918260;Lenka;Okenfold;4/3/1979;hombre;Engineering;$ 124,53;7/6/2003;;;0
96-3969905;Christy;Sanches;2/1/1995;mujer;Services;$ 117,87;9/13/2018;;;1
96-3993698;Carilyn;Enriques;7/21/1968;mujer;Legal;$ 68,42;12/22/2009;;;1
96-4022786;Margarete;Tissell;6/30/1990;hombre;Research and Development;$ 92,58;7/6/2003;;;1
96-4046811;Danica;Kyllford;5/18/1979;mujer;Sales;$ 177,68;2/24/2017;2025-01-24 06:27:04 UTC;;0
96-4059980;Arda;Crapper;7/9/1992;hombre;Human Resources;$ 82,88;3/26/2005;;;1
96-4072696;Robinet;Fibbens;1/17/1980;hombre;Marketing;$ 103,62;11/1/2016;;;1
96-4117008;Morgan;Piperley;3/13/2001;hombre;Engineering;$ 136,56;5/30/2005;;;1
96-4120197;Carlie;Dewick;6/18/1967;hombre;Human Resources;$ 141,16;5/27/2019;2021-02-03 06:00:22 UTC;;1
96-4269540;Ernest;Seeley;1/3/1975;mujer;Services;$ 121,43;6/2/2010;2026-09-21 22:21:34 UTC;;1
96-4349874;Cherida;McIlvaney;10/29/1965;hombre;Human Resources;$ 121,34;2/28/2017;;;1
96-4371988;Corrianne;Manterfield;4/13/1981;hombre;Accounting;$ 182,15;4/28/2016;;;0
96-4376595;Katina;Mersey;1/7/1983;mujer;Product Management;$ 139,87;7/19/2019;;;0
96-4389315;Aridatha;Hackworth;6/15/1970;mujer;Business Development;$ 73,95;11/14/2007;;;0
96-4392739;Nerty;Dreng;10/12/1989;hombre;Research and Development;$ 158,32;4/15/2017;;;0
96-4431623;Rhonda;Spaunton;12/28/1974;hombre;Business Development;$ 173,09;8/16/2011;;;1
96-4482014;Celestine;Van Schafflaer;6/20/1993;hombre;Services;$ 140,41;5/4/2016;;;1
96-4482089;Leontine;Elam;1/12/2002;mujer;Engineering;$ 141,53;4/20/2006;;;1
96-4487451;Sasha;Reah;8/22/1971;hombre;Training;$ 125,49;12/29/2013;;;1
96-4594595;Paco;Youson;1/7/1985;hombre;Training;$ 103,23;8/7/2004;2020-08-05 17:13:52 UTC;;0
96-4689564;Dilan;Rablen;4/1/1995;hombre;Engineering;$ 75,77;8/3/2004;;;1
96-4743422;Lyell;Birkwood;9/11/1974;mujer;Human Resources;$ 167,47;11/1/2015;;;1
96-4777727;Lynne;Benezeit;9/11/1994;mujer;Research and Development;$ 102,31;11/17/2001;;;0
96-4835458;Layla;Snoden;5/26/1983;hombre;Engineering;$ 183,51;4/25/2005;2008-04-30 19:10:27 UTC;;1
96-4842405;Pam;Crann;11/27/1993;hombre;Engineering;$ 75,89;7/24/2014;;;1
96-4850618;Lane;Stroyan;12/20/1970;hombre;Human Resources;$ 81,07;6/13/2002;;;0
96-4871669;Margo;Tasker;8/24/1997;mujer;Engineering;$ 96,95;5/2/2010;2021-02-23 16:38:24 UTC;;1
96-4889511;Gail;Pimlett;2/13/1985;hombre;Sales;$ 163,88;2/6/2012;2013-01-08 15:41:51 UTC;;0
96-4922579;Sileas;Dulson;11/20/1983;hombre;Engineering;$ 163,63;11/11/2016;;;0
96-4978803;Renault;Pattison;2/6/1977;hombre;Engineering;$ 89,31;4/7/2001;;;1
96-4985967;Dosi;Jansie;12/27/1984;mujer;Accounting;$ 137,91;4/18/2015;;;1
96-5019557;Iago;Smidmore;4/20/1970;mujer;Sales;$ 170,06;6/1/2003;;;0
96-5092585;Gabriela;Mankor;1/4/1985;hombre;Marketing;$ 130,70;3/11/2009;;;1
96-5136275;Kippy;De Robertis;3/7/1986;hombre;Sales;$ 146,07;11/20/2020;2022-07-12 06:06:29 UTC;;1
96-5138849;Rozalie;Clemonts;7/31/1976;mujer;Services;$ 151,99;3/26/2015;;;0
96-5187709;Sauveur;Stanyer;11/17/1995;mujer;Services;$ 86,58;12/14/2009;;;1
96-5270628;Filmore;Twelvetree;11/26/1993;hombre;Product Management;$ 138,00;4/14/2001;2005-05-29 02:56:48 UTC;;1
96-5271879;Rosalyn;Janicijevic;7/1/1971;hombre;Accounting;$ 117,98;12/28/2017;;;0
96-5279588;Druci;Walas;12/26/1967;mujer;Sales;$ 73,72;12/30/2003;;;1
96-5328738;Christophorus;Faughny;8/3/1968;hombre;Accounting;$ 146,87;1/23/2020;;;1
96-5487149;Denys;Walework;9/22/2000;hombre;Engineering;$ 88,24;11/13/2006;2009-04-16 12:42:44 UTC;;0
96-5512287;Catarina;Bartol;1/29/1971;mujer;Engineering;$ 126,57;1/15/2020;;;0
96-5525010;Roderick;Archbald;1/7/1984;hombre;Accounting;$ 71,81;2/26/2011;;;1
96-5586190;George;Whitter;7/16/1967;mujer;Accounting;$ 127,86;10/11/2001;2005-10-25 19:45:49 UTC;;1
96-5609380;Gardener;Shakesby;6/1/1975;hombre;Services;$ 141,09;3/27/2009;;;0
96-5622981;Melinde;Julian;12/8/1983;mujer;Research and Development;$ 169,69;4/27/2010;;;1
96-5632854;Zondra;Dionisio;11/18/1998;mujer;Marketing;$ 124,36;10/21/2008;;;0
96-5661337;Mia;Tessington;12/7/2000;mujer;Accounting;$ 124,37;2/12/2010;;;1
96-5701193;Audie;Traviss;6/22/2002;hombre;Sales;$ 89,43;1/20/2003;;;0
96-5754739;Daveta;Gonning;11/17/1985;hombre;Services;$ 149,18;10/7/2015;2016-02-03 22:40:17 UTC;;0
96-5765657;Nick;Ledington;12/24/1965;hombre;Product Management;$ 119,20;12/8/2006;2018-09-14 07:03:27 UTC;;1
96-5897295;Corri;Liffe;7/23/1984;hombre;Engineering;$ 147,79;3/6/2011;;;1
96-5928267;Freddie;Arndt;6/26/1989;hombre;Support;$ 121,50;1/2/2007;2022-09-01 01:19:04 UTC;;0
96-5939754;Hurley;Christol;4/8/1968;hombre;Support;$ 161,42;11/17/2020;;;0
96-5991181;Claudette;Normabell;1/12/1979;mujer;Engineering;$ 143,60;4/28/2007;2021-08-30 07:12:54 UTC;;1
96-6043079;Garrett;Irce;9/8/1996;hombre;Accounting;$ 176,71;8/20/2003;;;0
96-6129478;Derwin;Greschke;9/1/1995;hombre;Engineering;$ 154,78;5/11/2014;;;0
96-6267666;Alana;Atling;11/27/1986;mujer;Engineering;$ 120,49;12/16/2011;;;0
96-6309864;Faith;Dunkerk;4/29/1985;mujer;Human Resources;$ 142,18;5/16/2008;;;1
96-6351307;Charo;Rutherforth;5/30/1978;hombre;Research and Development;$ 126,31;6/8/2015;;;0
96-6407469;Tobiah;McCuish;8/27/1995;hombre;Accounting;$ 80,35;12/16/2018;;;0
96-6466727;Matthew;Lancashire;7/17/1991;mujer;Engineering;$ 145,22;5/4/2017;;;0
96-6482942;Analise;Meijer;7/7/2002;hombre;Human Resources;$ 107,89;3/12/2014;;;0
96-6486377;Wyndham;Labbez;7/11/1985;hombre;Product Management;$ 94,77;10/1/2007;;;1
96-6504259;Reece;Castagnet;4/21/1997;mujer;Engineering;$ 121,08;4/21/2011;;;1
96-6509924;Anabella;Darton;10/8/1999;hombre;Engineering;$ 175,22;8/25/2005;;;0
96-6510338;Pearl;Awcoate;5/9/1972;mujer;Accounting;$ 73,76;12/28/2001;;;1
96-6521441;Greg;Lote;9/8/1970;hombre;Services;$ 84,54;8/1/2016;;;0
96-6547744;Florance;Youens;3/23/1979;hombre;Services;$ 128,70;9/20/2003;2009-04-10 10:42:05 UTC;;1
96-6553826;Olympia;Trowel;11/7/2000;mujer;Support;$ 168,40;6/1/2020;;;0
96-6646282;Elysia;Jankovsky;5/30/1966;mujer;Product Management;$ 67,48;8/25/2006;;;0
96-6681287;Fawnia;Cowterd;10/2/1969;hombre;Engineering;$ 92,41;8/25/2018;;;0
96-6715223;Fedora;Olander;10/5/1987;mujer;Engineering;$ 141,06;1/7/2001;;;1
96-6760210;Lotta;Robilliard;9/21/2000;hombre;Accounting;$ 127,24;10/29/2020;2039-06-20 05:01:58 UTC;;0
96-6828659;Reuben;Realph;4/13/1967;mujer;Auditing;$ 157,69;2/24/2002;;;1
96-6867632;Forrest;Feakins;10/10/1978;mujer;Services;$ 173,61;10/19/2013;;;1
96-6914677;Washington;Dumphreys;12/27/1977;mujer;Sales;$ 133,08;10/26/2016;;;1
96-6930127;Gwenny;Baynton;9/8/1998;hombre;Engineering;$ 158,43;10/15/2006;;;1
96-6932393;Celina;Bischof;8/10/1993;hombre;Human Resources;$ 156,53;5/17/2020;;;0
96-6942386;Cissiee;Yakobowitch;3/11/1987;hombre;Human Resources;$ 151,00;7/2/2009;;;1
96-6948647;Kikelia;Tennick;6/28/1989;hombre;Product Management;$ 160,86;10/3/2008;;;0
96-6973836;Douglas;MacTrustam;9/9/1971;hombre;Sales;$ 89,07;9/2/2020;;;1
96-6985409;Padriac;Salerno;7/6/1987;hombre;Support;$ 75,08;8/16/2007;;;1
96-6994128;Garrard;Tembridge;11/14/1972;hombre;Engineering;$ 183,03;10/22/2000;;;1
96-7004471;Christoph;Murison;11/28/1971;mujer;Accounting;$ 174,24;12/15/2011;;;1
96-7063536;Kassey;Childerley;3/20/2000;mujer;Support;$ 133,14;1/6/2012;;;0
96-7092671;Hattie;Widdows;6/28/1983;hombre;Training;$ 181,58;1/27/2014;;;1
96-7214373;Ninon;Kermannes;3/8/1996;mujer;Engineering;$ 109,90;4/7/2012;;;1
96-7224901;Dacey;Manicomb;7/24/1985;hombre;Research and Development;$ 91,41;9/2/2012;;;0
96-7265615;Thurstan;Fiveash;5/8/1971;hombre;Services;$ 177,52;5/19/2010;;;0
96-7519261;Thor;Byk;5/21/1979;mujer;Training;$ 172,04;12/15/2017;;;0
96-7641447;Stephi;Emmens;9/12/1994;mujer;Human Resources;$ 79,93;5/9/2006;2006-08-22 19:42:25 UTC;;1
96-7654309;Thomasa;Harlock;6/15/1977;mujer;Product Management;$ 102,52;8/18/2018;;;0
96-7800018;Gretta;Newbury;9/17/1998;hombre;Sales;$ 155,23;12/28/2002;;;0
96-7824784;Galvan;Guillou;11/6/1997;hombre;Services;$ 160,00;8/12/2012;2020-05-14 01:19:09 UTC;;1
96-7880130;Dora;Stair;10/5/1990;mujer;Human Resources;$ 107,84;8/10/2016;;;1
96-7897373;Shawna;Stoile;12/22/1999;hombre;Engineering;$ 149,76;2/5/2006;;;1
96-8009941;Ninnetta;Rame;3/13/1966;mujer;Engineering;$ 70,17;10/21/2011;;;1
96-8027557;Janean;Leser;9/4/1990;hombre;Engineering;$ 118,88;12/21/2018;2034-08-16 06:57:46 UTC;;0
96-8127955;Carree;Heisler;7/13/1975;mujer;Engineering;$ 67,90;12/23/2003;;;0
96-8135185;Domeniga;Keitch;12/25/1966;hombre;Accounting;$ 73,69;1/7/2013;;;0
96-8162022;Calypso;Dibble;2/22/1968;mujer;Engineering;$ 95,13;10/17/2015;2034-06-11 21:41:46 UTC;;1
96-8212600;Zelda;Tythacott;9/20/1974;mujer;Marketing;$ 69,96;9/6/2007;;;0
96-8260922;Thea;Shalcras;8/28/1994;mujer;Human Resources;$ 156,53;4/20/2002;;;1
96-8265004;Nissy;Torres;8/16/1978;mujer;Accounting;$ 133,54;2/10/2016;2023-09-11 06:57:26 UTC;;0
96-8290561;Clementia;Fry;8/16/1990;mujer;Engineering;$ 74,38;6/9/2019;2034-09-02 07:46:29 UTC;;0
96-8346983;Jasen;Milington;12/12/1987;mujer;Research and Development;$ 139,63;3/22/2002;;;1
96-8347743;Melania;Olphert;5/15/1968;mujer;Services;$ 109,04;11/5/2018;;;1
96-8594923;Birch;Yeulet;3/31/1982;mujer;Engineering;$ 183,35;12/19/2004;2009-04-25 10:38:30 UTC;;1
96-8602057;Alick;Sprowle;12/2/1979;hombre;Engineering;$ 101,13;5/2/2007;;;0
96-8677957;Elyssa;Bolderstone;7/2/1981;mujer;Business Development;$ 114,68;3/1/2011;;;1
96-8683127;Minerva;Bovis;2/8/1995;hombre;Services;$ 118,98;7/18/2019;;;0
96-8700807;Augustina;McGreary;12/18/1965;hombre;Engineering;$ 140,19;6/12/2020;2037-10-01 14:56:47 UTC;;0
96-8917860;Crystal;Dobby;4/5/1992;mujer;Support;$ 155,48;10/12/2007;;;1
96-9038846;Evvie;Easlea;6/19/1991;hombre;Accounting;$ 168,15;3/12/2003;;;1
96-9054441;Alisha;Quene;11/15/1968;mujer;Human Resources;$ 161,45;12/28/2010;;;1
96-9080243;Sheffield;MacIntosh;12/26/1968;hombre;Engineering;$ 117,98;6/24/2015;;;1
96-9097766;Carlen;Ridgewell;5/12/1967;hombre;Engineering;$ 161,01;8/2/2015;;;0
96-9107385;Rey;Gommery;12/5/1985;mujer;Sales;$ 118,74;9/11/2009;;;1
96-9155525;Yanaton;Gover;8/30/1972;hombre;Business Development;$ 182,83;9/3/2008;;;0
96-9221404;Cull;McDirmid;3/4/1967;mujer;Accounting;$ 145,07;11/1/2014;2024-01-29 02:27:29 UTC;;0
96-9240211;Pietrek;Lattin;7/8/1997;mujer;Accounting;$ 95,97;9/11/2013;;;1
96-9248849;Livvie;Tembey;9/16/1993;mujer;Engineering;$ 184,67;6/14/2016;;;1
96-9316812;Kingsley;Strattan;10/31/1997;mujer;Support;$ 104,33;4/20/2003;;;0
96-9461126;Reube;Alekhov;5/6/1982;hombre;Engineering;$ 110,34;7/27/2015;2020-07-02 07:39:50 UTC;;1
96-9497875;Kelsey;Sannes;12/7/2001;hombre;Engineering;$ 162,01;4/10/2001;;;1
96-9525930;Rheba;Scade;12/17/1974;hombre;Engineering;$ 103,54;4/5/2013;;;0
96-9580582;Winfred;Waleworke;6/26/1980;mujer;Engineering;$ 180,10;11/8/2016;;;1
96-9649555;Sari;Stannis;2/12/1989;hombre;Engineering;$ 137,09;5/18/2020;2034-05-15 13:04:40 UTC;;0
96-9680863;Letizia;Hanlon;2/6/1968;mujer;Human Resources;$ 79,18;7/16/2012;;;1
96-9789626;Gunilla;Taffurelli;7/12/1983;mujer;Support;$ 135,97;9/15/2007;;;1
96-9803887;Ailene;Coppo;4/19/1972;hombre;Engineering;$ 155,91;12/15/2019;;;1
96-9863870;Alister;Rigardeau;5/12/1998;hombre;Engineering;$ 127,86;3/18/2007;;;1
96-9865075;Gregorio;Lawee;2/28/1999;hombre;Engineering;$ 130,59;2/11/2003;;;0
96-9893936;Osmund;Kitley;9/6/1983;mujer;Accounting;$ 96,82;7/11/2007;;;0
96-9943398;Luci;Blemen;10/7/1974;hombre;Accounting;$ 86,33;7/28/2019;;;1
96-9972356;Dory;Bogges;9/19/1989;hombre;Accounting;$ 122,97;6/26/2002;;;1
97-0001625;Donavon;Fidele;4/3/1999;mujer;Business Development;$ 104,42;2/15/2014;;;1
97-0005597;Marybeth;Bedome;1/31/1976;hombre;Engineering;$ 134,08;3/3/2014;;;1
97-0015943;Jessa;Neiland;7/9/1994;mujer;Research and Development;$ 95,12;1/2/2015;;;0
97-0107523;Myrah;Chavey;11/7/1979;mujer;Training;$ 129,44;4/29/2020;;;1
97-0109189;Pen;Bohlje;8/8/1972;mujer;Engineering;$ 76,58;9/6/2002;2015-02-21 06:10:54 UTC;;0
